Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
G23,23,-95.25,-21.55,55217.539,-19.35,-23.65,75,217.04412294943407,254.37912048429533
G23,23,-83.25,-31.35,56734.691,-26.25,-34.25,50,118.61182144056559,473.2634799707823
G23,25,-94.65,-25.15,62742.152,-22.95,-27.35,75,241.10179868447548,260.2949139839303
G23,26,-75.15,-32.55,39880.324,-30.45,-33.85,75,197.4285903137977,201.1369789875824
G23,29,-70.85,-33.55,94159.898,-31.05,-36.75,75,280.4969908018947,337.20022947918216
G23,29,-85.75,-31.35,25787.338,-29.25,-32.85,75,120.72168351385008,212.96856598685238
G23,29,-92.65,-26.65,110619.38,-21.85,-32.05,75,184.05191920530618,603.4109369627473
G23,30,-89.45,-26.25,20571.008,-25.35,-27.15,50,193.19145882231876,106.484282993426
G23,30,-96.35,-23.25,2059.0186,-22.85,-23.55,75,49.70376558444593,41.41055449744352
G23,30,-80.05,-31.55,32270.15,-30.35,-32.75,75,227.30473755472937,141.97904399123453
G23,30,-76.95,-28.15,8741.8633,-27.25,-28.95,50,86.88712717634199,100.5684894937912
G23,30,-73.75,-30.15,9569.2441,-29.05,-31.25,100,73.53068739425237,130.14745699196533
G23,30,-74.35,-40.25,2138.2864,-39.75,-40.55,50,45.11550883473478,47.32634799707793
G23,31,-79.95,-33.05,60850.965,-31.25,-34.65,50,302.23658097115464,201.1369789875824
G23,32,35.05,-39.25,298091.78,-34.35,-44.65,50,491.63170670753357,609.3267304623824
G23,33,-71.75,-31.55,28166.752,-30.05,-33.05,100,158.72747975557544,177.47380498904326
G23,33,-96.55,-25.25,54179.84,-23.35,-27.65,50,213.4798888645148,254.37912048429533
P01,1,-98.95,-12.65,67220.75,-9.74999,-14.85,100,222.57468218525477,301.7060600607236
P01,1,62.45,-22.45,947610.44,-15.55,-28.95,75,1196.4070632711575,792.7163289510605
P01,1,64.15,-45.65,449700.34,-35.15,-51.85,75,440.22195199124,987.9375144390082
P01,2,-100.35,-15.05,134387.69,-11.45,-18.55,100,320.084256334612,420.0213384740694
P01,2,-90.35,-15.75,177648.61,-11.45,-20.05,75,349.5088025953113,508.75824096859105
P01,2,-59.25,-39.65,113295.18,-36.75,-43.15,75,300.7037599390649,378.61078397662607
P01,2,57.35,-40.85,234658.5,-35.95,-45.45,75,417.07746168689755,562.0003824653041
P01,3,-97.85,-16.55,404996.62,-8.95,-23.15,100,482.1185517070494,840.0426769481386
P01,3,-89.85,-22.35,112360.94,-19.75,-25.45,75,333.9570096909251,337.20022947918255
P01,3,67.85,-35.95,435818.78,-29.05,-42.95,75,531.6413826263583,822.2952964492348
P01,3,-73.25,-46.25,52889.012,-44.65,-48.15,75,256.1785446953453,207.05277248721723
P01,3,-95.35,-45.55,156440.14,-42.35,-47.85,75,477.1878362111105,325.368642479913
P01,3,-32.25,-22.85,92871.125,-18.85,-27.15,50,189.51791810547533,491.0108604696867
P01,3,50.05,-21.15,205061.84,-12.05,-29.35,50,200.5268484458816,1023.4322754368169
P01,4,-83.55,-12.45,254435.0,-7.45,-18.35,75,395.87637448036884,644.8214914601909
P01,4,75.45,-32.35,1363809.1,-13.95,-46.45,75,702.7401947196553,1922.6328873813038
P01,4,-67.75,-42.45,70408.117,-38.45,-46.25,50,152.46087219724976,461.43189297151235
P01,4,-80.15,-31.35,18819.232,-29.95,-32.35,100,132.27856742678478,141.97904399123493
P01,5,-101.85,-12.05,88623.641,-8.95,-15.65,100,223.93299785736005,396.35816447553026
P01,5,157.65,-45.55,22191.939,-44.05,-46.65,75,143.7825497153583,153.8106309905045
P01,5,-76.85,-27.15,69636.359,-24.75,-28.75,75,293.2984222619981,236.63173998539116
P01,6,-100.25,-12.45,59042.039,-9.74999,-14.85,100,195.64611454189543,301.7060600607236
P01,6,-52.35,-36.85,54267.965,-33.85,-40.45,75,139.61764001342857,390.44237097589564
P01,6,-67.15,-43.95,121918.3,-40.75,-47.45,100,308.55137900921153,396.35816447553043
P01,6,66.25,-22.65,120100.2,-18.65,-26.25,75,266.93534203435513,449.6003059722435
P01,7,20.05,-36.85,119836.92,-33.25,-40.05,100,297.29773640941045,402.2739579751648
P01,8,134.15,-36.85,89623.141,-34.25,-39.35,100,296.95906006359695,301.7054684813738
P01,8,-102.65,-43.55,49859.211,-40.35,-46.85,50,129.84120926184298,384.52657747626046
P01,9,-58.85,-40.85,250236.95,-36.55,-44.75,75,514.7413260363287,485.09506697005224
P01,9,167.05,-35.35,154471.27,-28.85,-42.75,75,189.37612044854745,822.2952964492345
P01,10,-78.75,-38.95,253946.59,-34.05,-43.55,75,451.4261968993887,562.0003824653041
P01,11,-78.35,-19.45,696682.81,-11.85,-28.55,100,711.0391949152377,987.9375144390085
P01,11,-52.85,-19.35,677421.81,-9.74999,-26.95,75,664.2958980542231,1017.5170735165322
P01,11,35.05,-41.45,160772.39,-37.65,-45.85,75,333.25313272801725,485.09506697005224
P01,12,-69.75,-14.45,731369.81,-5.85,-22.55,75,742.0993429190008,987.9375144390083
P01,12,-47.35,-17.15,625613.56,-9.55,-24.85,75,693.4417418939728,905.1164054441215
P01,12,-60.35,-44.55,97293.266,-41.75,-46.25,75,362.1630124452863,266.2107074835651
P01,12,15.85,-42.75,82745.219,-39.85,-45.45,75,249.46826343676406,331.28443597954777
P01,12,120.35,-39.85,739433.0,-31.55,-46.25,75,841.1054540886787,869.6216444463124
P01,12,34.45,-33.65,179083.19,-28.05,-38.35,75,292.7778978772351,609.3267304623822
P01,12,-37.85,-18.15,19403.289,-16.35,-19.25,75,112.88857398917173,171.55801148940867
P01,12,-11.95,-25.65,1090850.4,-12.65,-37.05,75,756.4655011272304,1443.4536139108861
P01,12,64.85,-34.85,27290.762,-33.05,-36.25,75,143.83264092193713,189.30539198831323
P01,12,-44.05,-41.75,325525.5,-34.85,-49.35,50,382.6009433988698,857.7900574470432
P01,13,43.25,-33.55,311445.81,-27.05,-40.05,75,405.84303980973226,769.0531549525211
P01,13,-0.849991,-25.25,1171182.9,-13.05,-36.25,75,855.0249309035947,1372.464091915269
P01,13,149.65,-37.85,1446674.9,-26.35,-51.65,75,990.1180091969247,1496.695755407599
P01,13,-94.65,-42.85,385020.97,-34.95,-47.25,75,515.7814014271846,727.6426004550779
P01,13,-40.25,-7.95,695645.12,5.05,-17.35,75,526.2699808752757,1325.1377439181908
P01,13,-67.35,-11.45,424799.66,-4.35,-16.35,75,597.2804391421278,709.8952199561736
P01,13,-22.35,-38.55,128766.57,-34.45,-42.25,75,278.5013031590171,461.43189297151275
P01,13,67.85,-33.75,135900.09,-29.25,-37.25,75,285.7334376853814,473.2634799707823
P01,13,-38.45,-41.15,206068.05,-34.95,-46.65,75,296.6623737583751,692.1478394572691
P01,13,-68.85,-30.35,65121.852,-27.25,-32.95,75,192.71431781553682,337.2002294791827
P01,14,166.05,-32.55,298776.97,-26.15,-37.75,75,433.2599470795466,686.2320459576345
P01,14,-87.15,-39.35,157839.91,-35.95,-42.05,75,435.4289824659963,360.8634034777213
P01,14,-85.15,-25.65,158414.62,-20.55,-29.85,100,287.18033332691573,550.1687954660346
P01,14,-38.25,-3.45,996719.06,10.85,-16.05,75,631.6304466110959,1591.3484514017557
P01,14,-64.35,-27.65,189326.56,-24.05,-32.15,100,397.0812170611235,479.1792734704169
P01,14,-8.45,-27.25,106716.71,-23.25,-31.05,75,231.24411180014766,461.4318929715129
P01,14,-66.15,-38.85,185673.05,-34.45,-43.55,75,345.9945717801228,538.337208466765
P01,14,-57.65,-21.35,19239.918,-19.35,-22.75,75,95.47573352877092,201.1369789875824
P01,15,-3.64999,-18.95,133847.89,-13.45,-23.35,75,228.08389901647453,585.6635564638433
P01,15,-51.45,-32.55,95876.102,-29.45,-34.75,75,304.38127827260263,313.5370554806434
P01,15,-52.35,-41.35,199272.98,-36.55,-45.15,75,389.0796464209204,508.75824096859105
P01,15,-26.95,-28.45,207299.48,-24.55,-32.55,50,438.79292220216774,473.2634799707823
P01,15,-47.45,-28.45,15186.678,-27.25,-29.35,50,122.07891788995074,124.23166349233037
P01,16,53.05,-39.35,403100.0,-31.55,-44.95,75,501.85825894702884,792.7163289510605
P01,16,-78.55,-23.85,60761.141,-21.15,-26.85,75,180.47689091481902,337.2002294791827
P01,17,80.65,-37.95,540245.75,-31.35,-45.45,75,653.3372810476172,834.126883448504
P01,17,-39.75,-12.15,98601.922,-8.45,-16.75,75,201.33648143776654,491.01086046968686
P01,17,-18.85,-42.15,112578.29,-38.35,-44.95,50,286.244593981735,390.44237097589564
P01,18,-13.05,-39.25,145930.62,-35.75,-42.65,75,357.4682097607559,408.18975147479966
P01,18,137.85,-36.35,74218.859,-34.25,-38.35,75,305.866154167351,242.54753348502595
P01,18,99.25,-1.85,1020477.2,7.35001,-11.55,75,916.9896359695945,1118.0855630103235
P01,18,77.15,-30.55,741993.75,-21.35,-39.95,75,678.0024452053929,1100.3375909320691
P01,18,-92.45,-44.65,74536.633,-42.55,-46.85,100,293.3357216797491,254.37912048429553
P01,18,20.15,-32.65,165047.44,-29.05,-35.85,75,409.61339058555035,402.2739579751652
P01,19,174.25,-40.55,75152.797,-38.65,-43.15,75,283.8671810670526,266.2107074835651
P01,19,81.35,-31.55,1170189.4,-16.65,-49.35,75,623.0853951015341,1934.4644743805732
P01,19,-104.15,-41.65,541305.0,-31.95,-47.05,75,588.5063768904963,893.2848184448519
P01,20,80.05,-26.35,1331353.6,-7.85,-47.95,75,580.8384133858412,2372.2331933535465
P01,20,-88.95,-38.25,266217.69,-27.85,-43.55,50,278.05331321999233,928.7795794426604
P01,20,-61.15,-31.15,332101.19,-25.35,-37.75,100,455.5444106720103,733.5583939547126
P01,20,-85.85,-25.45,231356.08,-14.95,-32.75,75,217.78603694660342,1053.0112429349908
P01,20,-166.45,-49.45,163109.89,-45.35,-53.75,75,329.2035464384124,496.9266539693215
P01,21,-80.55,-20.55,652738.31,-11.45,-30.25,100,590.7143261686844,1112.1691779313387
P01,22,82.95,-38.65,303874.75,-33.45,-44.55,75,465.7715443021378,656.65307845946
P01,22,10.95,-38.25,71533.758,-36.15,-40.65,75,269.33692010940547,266.2107074835651
P01,22,-126.55,-41.15,269698.91,-34.85,-45.85,75,410.12434683692743,650.737284959826
P01,22,-80.45,-38.15,251466.89,-34.25,-42.75,75,502.97254430082,502.84244746895627
P01,22,-52.55,-40.85,708685.31,-29.95,-48.15,75,643.8232345928466,1076.67441693353
P01,23,63.05,20.15,64821.215,22.25,18.05,75,260.94688149801635,248.46332698466074
P01,23,21.05,-37.95,138136.12,-34.05,-40.85,75,341.28014815887536,402.2739579751652
P01,23,-121.95,-41.75,516637.78,-34.95,-47.45,75,694.1280694141335,739.4741874543478
P01,23,-47.25,-37.65,548812.75,-31.75,-43.95,75,763.9165191126175,721.7268069554431
P01,23,-15.65,-42.75,196076.91,-39.45,-46.25,75,488.49638619420847,402.2739579751648
P01,24,63.35,22.95,117919.02,26.45,19.25,100,276.8241433126782,425.937131973704
P01,24,-39.45,-38.95,233958.08,-34.25,-44.35,75,394.025246179337,597.4951434631129
P01,24,-5.25,-41.15,375303.84,-37.65,-46.45,75,731.764361011332,520.589827967861
P01,24,-102.55,-41.25,732992.69,-32.25,-47.05,75,819.7699849037089,875.5374379459475
P01,24,-178.85,-50.45,225208.7,-44.25,-57.05,75,299.30087734764334,757.2215679532518
P01,24,157.55,-40.15,205516.34,-36.35,-44.95,50,407.35043437075524,508.75824096859105
P01,24,116.85,-41.15,770263.5,-33.45,-51.25,75,748.2954373676154,1053.0112429349904
P01,25,66.65,22.95,51375.48,26.65,19.85,75,128.0733645165154,402.2739579751648
P01,25,105.15,-35.45,970611.06,-22.05,-50.85,75,583.0673010478605,1703.7485278948168
P02,1,70.55,24.75,102922.17,28.75,20.75,50,217.65005531210045,473.2634799707823
P02,1,-63.55,-30.65,248013.95,-26.35,-33.95,100,549.2175219741799,449.6003059722435
P02,1,-85.05,-34.45,461599.03,-27.25,-42.45,75,517.3424422266543,899.2006119444869
P02,1,169.55,-39.35,12838.449,-38.25,-40.45,100,98.65146820176234,130.14745699196533
P02,2,-49.05,-40.25,296770.91,-32.15,-47.25,75,330.5170407503565,893.2848184448519
P02,3,65.35,-35.75,329044.25,-30.35,-43.15,75,441.05508928551467,757.2215679532518
P02,3,43.35,-38.75,709963.38,-25.55,-49.15,75,502.43390378517125,1396.127265913808
P02,3,-129.85,-37.25,38340.254,-35.55,-39.55,100,162.70794813408227,236.63173998539116
P02,3,-25.95,-23.05,107186.49,-19.95,-26.05,75,297.0580117374534,360.8634034777217
P02,3,-24.65,-34.65,65072.926,-31.15,-37.35,75,176.6556906611602,366.7791969773569
P02,3,-49.75,-15.95,18952.855,-14.55,-17.35,75,114.43182377581486,165.64221798977388
P02,4,70.45,22.85,20570.898,24.75,21.55,50,108.92108402873441,189.30539198831283
P02,4,79.45,-39.15,759517.0,-32.45,-48.35,75,824.9155235398521,940.6111664419299
P02,4,34.65,-39.35,737856.19,-29.45,-47.85,75,674.0808620592114,1088.5060039327996
P02,4,-76.95,-29.65,92825.859,-27.05,-31.65,100,340.19524229101876,272.1265009831997
P02,4,-78.95,-43.85,36546.008,-42.55,-45.15,75,237.62430217864542,153.8106309905041
P02,4,-23.65,-41.25,148676.8,-35.15,-45.15,75,247.51954183535702,591.5793499634777
P02,5,69.55,22.45,14967.114,24.35,20.95,50,74.53141304257443,201.1369789875826
P02,5,90.25,-32.85,1000151.4,-22.45,-41.45,75,885.0370701042227,1124.0007649306085
P02,5,-1.04999,-42.65,781119.5,-34.25,-50.65,75,805.2906156125825,970.1901339401038
P02,5,-65.05,-30.15,237085.94,-24.35,-34.75,100,383.57111748231705,615.242523962017
P02,5,-78.05,-28.65,96282.047,-26.15,-32.05,100,277.1744581371905,349.03181647845196
P02,5,-86.35,-27.05,65382.613,-24.95,-28.75,100,290.3852198518887,224.8001529861216
P02,5,-98.85,-39.35,800275.69,-28.85,-46.85,75,739.0338075599243,1064.8428299342604
P02,5,123.15,-34.35,468881.5,-22.25,-42.45,75,385.4533129736332,1194.990286926226
P02,5,-35.75,-39.25,146022.2,-35.15,-44.15,50,276.12445772294876,532.4214149671302
P02,6,68.95,24.05,45067.562,26.65,21.95,50,162.4522060142013,278.0422944828347
P02,6,84.95,-33.95,1060689.5,-23.45,-43.15,75,907.7657823703488,1165.4113194280517
P02,6,-62.15,-30.45,306448.88,-25.35,-35.45,100,513.2908602609083,597.4951434631129
P02,6,35.45,-46.25,464472.06,-42.35,-51.05,75,910.8270467720944,514.6740344682258
P02,6,130.95,-17.55,1892963.2,0.150002,-33.35,75,963.9982865295449,1981.7909406935212
P02,6,177.05,-41.35,97142.156,-38.45,-45.15,75,246.94096696429327,396.3581644755297
P02,6,-88.75,-37.25,372176.25,-31.55,-42.65,75,566.539000562882,656.6530784594604
P02,6,-88.95,-24.55,615084.06,-14.55,-31.25,75,616.9448389363862,987.9375144390083
P02,7,-68.35,-31.35,85881.164,-28.65,-34.15,100,264.19226386277245,325.368642479913
P02,7,-22.65,-29.55,1021755.7,-18.25,-36.45,50,933.3688675271433,1076.6744169335302
P02,7,-67.05,-20.35,1541824.1,-11.45,-28.95,75,1493.6649624527888,1035.2638624360864
P02,7,-80.35,-8.24999,53450.371,-6.45,-10.25,100,237.87254027982948,224.80015298612162
P02,7,82.75,-35.25,827441.62,-24.25,-45.25,50,665.7097519022536,1242.316634923304
P02,8,-75.65,-14.75,1447606.4,-0.949997,-29.85,75,858.3815348791927,1709.6644988682565
P02,8,-67.45,-36.45,56676.367,-33.55,-38.45,100,194.458323625016,289.87388148210465
P02,8,-26.05,-22.65,2670442.0,-5.74999,-37.25,75,1439.4863350520613,1863.4755439643056
P02,8,61.65,-37.35,850198.0,-28.85,-46.65,75,815.0151679079626,1053.0112429349908
P02,9,-24.75,23.15,111238.05,26.85,19.05,100,240.89962252561594,461.4318929715129
P02,9,-123.55,-35.95,78976.773,-32.85,-40.65,100,173.05726265927981,461.43189297151235
P02,9,-120.65,-45.45,272984.41,-37.85,-50.65,75,353.80940367720893,757.2215679532518
P02,9,-46.65,-16.05,4546619.5,0.250008,-28.95,75,2639.377636738449,1727.4121751568355
P02,9,-63.55,-35.55,84701.156,-33.65,-37.35,100,386.7937873375722,218.88435948648717
P02,9,19.65,-40.95,106749.95,-37.45,-44.35,75,261.4805976792148,408.18975147479966
P02,9,83.25,-35.65,2606414.0,-16.45,-55.85,50,1147.806298238187,2330.8226388561034
P02,9,-37.85,-46.45,45043.18,-44.65,-47.95,100,230.1278723272155,195.22118548794762
P02,9,-154.95,-40.45,323471.59,-32.65,-47.25,50,372.7718668790489,863.705850946678
P02,10,72.05,-38.05,849708.5,-28.25,-50.85,75,653.2960357058133,1336.9693309174604
P02,10,-34.65,-15.45,7385930.0,0.250008,-34.15,75,3712.613473803329,2035.0334371378442
P02,10,-136.95,-46.45,70975.281,-43.65,-49.95,75,191.7698196911953,372.6949904769913
P02,10,-112.65,-44.05,638881.44,-33.65,-49.75,75,647.8414671458321,952.4427534411998
P02,10,-38.35,-40.95,185384.55,-35.95,-46.05,75,310.9071932470842,597.4951434631125
P02,10,156.55,-40.05,549790.94,-31.15,-46.85,75,584.8945298555717,928.7795794426606
P02,11,-26.15,-13.85,6360411.5,2.75001,-31.65,75,3181.2872923846203,2035.0335554537141
P02,11,-97.05,-39.45,545456.0,-33.45,-43.75,75,885.6707058438311,609.3267304623821
P02,11,-43.85,-33.55,303790.91,-24.75,-40.05,75,332.2812330386396,905.1164054441211
P02,11,76.95,-32.35,1325826.0,-20.35,-42.45,75,1009.9477237745871,1307.3903634192866
P02,11,172.85,-45.65,1564142.8,-34.95,-57.25,75,1202.873516087318,1319.221950418556
P02,11,-139.05,-43.15,1134827.5,-35.55,-49.95,75,1327.0141614167474,851.8742639474087
P02,11,143.55,-26.55,2372236.5,-14.15,-39.75,75,1585.0821514793276,1514.4431359065038
P02,11,-84.65,-46.75,376104.47,-42.15,-51.05,50,713.0774671919665,526.5056214674954
P02,12,-88.55,-36.35,731840.62,-20.15,-46.85,75,451.5856689029183,1579.5168644024861
P02,12,-36.75,-37.85,1617579.9,-30.55,-47.65,50,1633.0520268725722,1011.6006884375473
P02,12,-28.25,-14.25,6352544.5,1.45,-29.65,75,3493.2670703806107,1839.8117783864166
P02,12,-167.55,-45.95,965114.19,-37.45,-55.15,50,931.2793785287187,1047.0954494353557
P02,12,152.05,-27.25,2866672.8,-11.85,-43.95,75,1538.6077258984433,1898.9697133827644
P02,12,27.35,-39.05,121208.59,-35.35,-42.05,75,304.47686455702245,396.35816447553003
P02,13,-20.15,-17.05,6228714.0,-0.549995,-30.65,75,3512.4096351941193,1780.654139179744
P02,13,-144.85,-43.25,904351.94,-35.55,-50.65,50,1012.8341382878262,893.2848184448519
P02,13,177.85,-30.65,1910524.9,-18.45,-43.15,50,1319.7348587301788,1461.2009944097906
P02,14,69.05,-37.75,271610.75,-32.15,-43.35,100,410.589275445505,662.5688719590955
P02,14,104.35,-43.15,132687.83,-39.05,-47.65,75,261.91084667090536,508.75824096859105
P02,14,70.55,-52.15,452193.91,-47.35,-57.25,50,775.6825243698555,585.6635564638433
P02,14,43.75,-46.15,142734.62,-44.05,-48.15,75,588.0726051642512,242.54753348502632
P02,14,-45.55,-19.65,2930587.0,-4.55,-32.95,75,1752.6801781937104,1680.0853538962779
P02,15,77.75,-36.05,257811.41,-30.95,-40.85,75,439.9152474325039,585.6635564638433
P02,15,67.85,-51.15,761115.81,-45.25,-58.45,50,991.9626910772989,780.8847419517909
P02,15,-55.15,-16.65,1137310.2,-6.64999,-28.15,75,903.065130177708,1271.8961940008276
P02,15,168.95,-47.25,75440.336,-44.25,-49.55,75,239.12068579866101,313.537055480643
P02,16,-174.15,-47.45,48250.41,-45.55,-49.35,75,214.67625239301705,224.80015298612196
P02,17,153.95,-33.45,860553.62,-24.55,-42.75,75,804.5003900893423,1076.67441693353
P02,19,23.65,-35.25,475458.22,-25.35,-44.15,50,426.8130945335198,1112.1691779313387
P02,19,0.950012,-23.15,131343.89,-17.65,-29.65,50,186.05859557348177,709.8952199561736
P02,19,-57.25,-12.55,2002263.8,-2.45,-20.85,75,1841.1780117706169,1088.5060039327996
P02,19,73.05,-42.05,177425.3,-37.45,-47.05,75,313.77015392240804,567.9161759649386
P02,20,-17.85,-29.85,62114.449,-26.95,-32.95,100,175.2518864111226,354.9476099780871
P02,20,-45.15,-13.05,1740969.8,-6.64999,-19.45,75,2303.9413330829643,757.2221595326017
P02,20,-43.95,-38.45,182734.23,-32.45,-42.25,75,310.8989008646599,579.7477629642082
P02,20,86.15,-40.65,246514.11,-37.45,-44.15,75,623.7064973001211,396.35816447553003
P02,20,38.25,-41.35,672320.81,-28.05,-50.55,75,493.1548520834651,1331.0535374178253
P02,20,108.75,-43.65,332389.81,-35.95,-49.55,50,408.04624724671106,804.5479159503296
P02,21,-9.75,-36.75,52515.508,-34.25,-38.95,100,188.5609558322852,278.0422944828347
P02,21,127.25,-29.95,158105.67,-26.55,-32.55,75,443.8627885459652,354.9476099780865
P02,21,89.95,-5.05,419933.03,4.55,-13.65,75,391.38556211286044,1076.67441693353
P02,21,-102.75,-43.25,259783.3,-38.65,-47.45,75,497.8762313643601,520.589827967861
P02,22,-79.25,-37.45,97765.305,-34.25,-40.85,75,250.87049207905898,390.44237097589564
P02,22,13.35,-43.45,372315.56,-33.25,-50.65,75,354.42654397802306,1029.3480689364517
P02,23,-73.75,-34.75,47160.816,-32.65,-36.45,100,209.322808239807,224.80015298612196
P02,23,52.65,-37.35,432951.78,-31.95,-43.75,75,625.5052849198296,698.0636329569043
P02,23,-129.05,-48.95,114614.16,-45.75,-52.05,75,307.37510633376155,372.6949904769913
P02,24,-82.35,-23.65,85891.477,-19.75,-26.85,100,204.0818857052852,420.0213384740696
P02,24,-50.35,-24.05,314625.94,-17.45,-30.45,75,409.6685815938835,769.0531549525215
P02,24,-146.35,-41.15,329979.44,-34.25,-48.15,50,402.58362748141366,822.2952964492345
P02,25,-117.45,-42.15,1201210.8,-32.45,-50.85,100,1099.653032006103,1088.5060039327996
P02,25,-147.25,-39.35,96438.492,-36.35,-42.25,75,276.22743607020595,349.03181647845173
P02,25,129.35,-43.15,896774.12,-33.05,-50.35,100,859.4669873319033,1023.4322754368172
P02,25,8.85001,-42.15,631064.31,-33.25,-50.35,100,622.7172341827063,1011.6006884375477
P02,26,43.55,-33.25,111473.8,-30.35,-36.45,100,309.5869618248926,360.8634034777217
P02,26,-85.75,-39.15,564583.69,-34.95,-43.55,75,1112.353515206279,508.75824096859105
P02,26,36.45,-42.65,21118.578,-41.15,-44.15,75,119.00905940314067,177.47380498904366
P02,26,22.15,-44.75,308543.34,-37.65,-50.65,75,397.95161476179584,769.0531549525214
P02,26,156.75,-39.65,3235327.5,-17.25,-59.55,75,1299.5504134556707,2502.380650345512
P02,27,17.15,-46.25,183387.31,-41.55,-50.55,75,343.543915142151,532.4214149671302
P02,27,-75.45,-36.65,118173.65,-33.85,-39.15,100,376.3076061647814,313.5370554806434
