Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
G05,22,-20.05,-51.25,437593.0,-45.25,-56.65,75,645.7299781211442,674.4004589583648
G05,22,-41.85,-48.05,28386.695,-46.95,-49.75,75,172.39724081012136,165.64221798977368
G05,22,48.25,-44.95,563196.5,-34.85,-52.45,75,531.161188233755,1041.1796559357213
G05,22,-86.35,-48.05,1703268.9,-34.95,-58.95,50,1183.4199533343365,1419.7904399123477
G05,23,62.85,-27.45,1897960.0,-10.75,-42.45,50,1017.3765980060839,1875.3065393842255
G05,23,9.15001,-49.05,199949.47,-43.45,-54.95,75,295.29247151507377,680.3162524579999
G05,25,-7.04999,-52.65,716967.0,-47.15,-58.95,75,1038.4215283139579,698.0636329569046
G05,25,-38.85,-47.55,205554.62,-39.85,-56.85,75,208.34476627544046,1005.6848949379125
G05,25,-90.35,-53.45,196252.78,-49.45,-57.05,50,434.7805461311894,449.6003059722432
G05,26,-3.14999,-47.25,706117.31,-40.75,-55.55,50,822.8254190153842,875.5374379459472
G05,27,-0.349991,-53.55,277055.81,-48.05,-57.05,75,508.95631996604396,532.4214149671302
G05,28,-3.04999,-52.35,271642.22,-48.45,-56.25,75,589.1489103945947,461.43189297151275
G05,28,-138.95,-55.55,93055.289,-52.55,-58.25,75,275.02966125002496,337.20022947918255
G05,29,-146.25,-52.15,177842.78,-48.25,-55.85,50,394.9611658962659,449.6003059722435
G05,29,-92.05,-54.95,137564.12,-52.15,-58.45,75,372.54343680642796,372.6949904769913
G05,31,-21.85,-53.45,360452.75,-43.85,-58.95,75,386.29091215701516,893.2848184448522
G05,31,-64.35,24.85,44658.039,27.65,21.35,100,119.54903397609806,372.6949904769909
G06,1,128.15,-54.25,92844.375,-50.65,-57.35,75,232.96734387456402,396.3581644755308
G06,2,-97.85,-55.35,88466.578,-52.95,-56.55,100,409.28685659855256,212.968565986852
G06,2,-26.05,-52.75,62224.973,-49.35,-56.15,100,154.77389569090244,402.2739579751648
G06,2,-6.95,-49.65,125395.09,-46.65,-53.05,75,332.73930195514254,378.61078397662567
G06,3,-80.15,-54.45,50251.398,-52.05,-56.35,100,196.39437516180254,254.37912048429553
G06,4,-82.65,-48.95,78483.773,-46.05,-50.95,75,268.4213691028878,289.87388148210465
G06,4,-17.65,-54.45,542163.5,-48.55,-59.65,75,819.9456276086922,656.6530784594611
G06,4,-139.65,-55.25,105628.48,-52.55,-57.45,75,362.2308116295411,289.87388148210425
G06,5,-97.75,-55.75,22728.516,-54.15,-56.95,100,136.52905344357842,165.64221798977408
G06,5,63.05,-46.95,265092.0,-41.05,-51.55,75,422.2673185648887,621.158317461652
G06,6,-21.35,-41.05,1412001.6,-19.35,-58.65,75,601.0690698745279,2324.9068453564682
G06,7,-103.35,-11.55,148189.59,-7.45,-15.35,100,317.1690984377752,467.34768647114754
G06,7,-85.95,-57.15,30584.439,-55.05,-59.45,75,117.84678121366183,260.29491398393066
G06,7,-90.25,-49.35,148542.5,-43.55,-54.65,75,225.422277427982,656.6530784594604
G06,8,-28.15,-51.65,27547.531,-50.05,-52.65,75,177.94050259045412,153.8106309905045
G06,8,-4.45,-45.15,73805.141,-42.15,-47.15,75,247.43700083879452,295.78967498173904
G06,8,135.25,-53.35,154715.7,-49.75,-56.75,75,372.9722803224719,414.10554497443445
G06,8,-147.25,-54.65,252217.42,-49.55,-59.25,75,437.3710134788499,573.8319694645741
G06,9,-154.95,37.35,172520.92,41.05,33.45,100,383.49187698892376,449.6003059722428
G06,9,-142.75,-52.65,292832.56,-47.45,-57.15,75,506.8729209146266,573.8319694645734
G06,10,-165.45,-54.05,243726.75,-48.65,-59.05,75,394.79394124301115,615.2425239620172
G06,10,-81.95,-54.95,23865.709,-52.95,-56.95,75,100.87639256535056,236.63173998539116
G06,10,-108.85,-49.95,730873.81,-44.95,-55.95,50,1136.7181257893367,650.737284959826
G06,11,-89.55,-50.35,458597.66,-45.05,-56.95,50,661.7090186540192,703.979426456539
G06,11,176.55,-53.85,127475.15,-48.75,-58.25,75,225.20510111840645,562.0003824653041
G06,12,155.95,-54.65,76696.219,-50.65,-57.65,75,183.07928952632867,414.1055449744348
G06,13,-137.25,-55.75,100673.59,-53.15,-58.05,75,346.07771462755886,289.87388148210425
G06,14,-163.35,-50.15,502993.12,-42.75,-59.05,75,531.777165060706,964.2743404404694
G06,14,-109.05,-56.45,18532.451,-54.55,-58.25,75,84.57122558299056,218.88435948648717
G06,15,-42.55,45.65,89496.062,48.55,41.95,100,227.72313160720793,390.4423709758949
G06,15,-169.85,-44.55,345883.69,-37.05,-51.15,50,412.5369640263851,834.126883448504
G06,15,-83.15,-56.15,24445.127,-54.15,-58.05,75,105.8361408524844,230.71594648575675
G06,17,-174.35,36.55,38356.168,38.35,34.65,100,175.15206059613354,218.8843594864868
G06,18,147.75,44.15,637938.5,49.55,38.85,100,1010.1399380951184,632.9899044609213
G06,18,-52.65,29.05,340589.91,35.25,22.85,100,465.2056485227113,733.5583939547128
G06,18,-10.75,-57.25,9207.0127,-56.05,-58.25,75,70.55593780129014,130.14745699196533
G06,19,-159.15,36.55,101938.92,39.75,32.65,100,241.76444472826654,420.0213384740696
G06,19,11.75,42.35,302048.84,47.75,37.85,100,520.1195348191605,585.6635564638433
G06,19,23.05,-56.25,30799.795,-53.95,-58.25,75,120.63448889856028,254.37912048429553
G06,20,-46.55,33.45,330228.44,37.25,27.85,75,588.4783266479559,556.0845889656691
G06,20,78.75,3.75001,71552.305,6.65,1.75001,100,247.04996987026666,289.8732899027543
G06,20,-27.95,-54.85,42774.934,-52.75,-57.85,75,143.42820093172642,301.7054684813738
G06,20,20.15,-56.35,43736.84,-54.35,-58.05,75,199.06958652535923,218.8843594864868
G06,20,162.45,-58.85,16361.568,-57.45,-59.95,75,110.16174963122675,147.89483749086932
G06,21,76.05,-13.35,820978.94,-1.05,-24.85,75,586.3548984232798,1407.9588529130776
G06,22,-58.25,24.25,153653.97,27.05,21.75,100,490.8216646442074,313.5370554806434
G06,22,78.95,-13.05,645819.25,-1.85,-23.45,50,507.6068136853837,1277.8113959211125
G06,23,124.15,46.05,1898679.5,57.75,32.85,50,1281.8633265906954,1473.0325814090597
G06,23,35.55,-48.35,232086.44,-40.05,-56.15,75,243.2872660432868,952.4427534411998
G06,23,84.15,11.45,545607.69,19.75,1.75001,75,513.2650147235873,1064.8422383549103
G06,24,-178.65,48.95,1503109.4,59.15,36.35,75,1095.6813234208707,1348.8009179167295
G06,24,87.45,13.85,658917.12,22.45,3.65,50,593.14338375655,1112.1691779313387
G06,24,16.95,-57.35,50433.297,-55.85,-58.65,75,303.6748692237454,165.64221798977368
G06,24,-140.65,-57.85,13149.666,-56.25,-58.85,75,84.79466968588319,153.8106309905045
G06,25,155.05,-55.25,108200.62,-51.65,-59.25,75,242.05553778014018,449.6003059722435
G06,27,-169.45,50.85,803447.19,59.55,42.85,50,822.3284808952073,987.9375144390082
G06,27,-156.45,33.15,176151.77,39.75,28.65,75,271.97782822895067,656.6530784594607
G06,27,-44.55,37.05,583850.5,47.25,25.55,75,453.6823332311094,1283.7271894207472
G06,27,61.15,-45.25,367329.66,-35.25,-52.85,75,346.93898210662155,1041.1796559357213
G06,28,-43.15,22.85,1634561.1,49.15,9.85001,75,759.1946264277511,2324.9062537771188
G06,29,-37.85,26.05,1780342.6,44.15,11.35,50,944.2809521873327,1940.3802678802078
G06,29,-58.75,25.95,38076.254,28.15,23.85,75,149.7818956246481,254.37912048429533
G06,29,113.15,35.45,8035725.0,59.35,4.05,50,2445.680019470347,3271.433805298033
G06,30,111.65,30.15,8025231.0,54.95,-0.949997,75,2451.2494197226133,3306.928388822037
G06,31,145.55,-57.75,48861.215,-55.25,-59.65,75,186.21818304088762,260.29491398393066
G06,31,91.15,18.15,1929640.0,37.45,0.150002,50,893.5050689578745,2206.5908570479032
G06,32,150.05,32.75,162265.64,36.65,29.05,100,361.5820741955129,449.6003059722432
G06,32,63.55,39.55,63906.781,41.25,37.35,75,276.0547606874368,230.71594648575598
G06,32,108.65,29.35,1407069.8,40.25,20.35,75,1212.7266966800694,1177.2429064273213
G06,32,-164.95,-58.55,28551.744,-56.65,-59.85,75,149.56494054459873,189.30539198831323
G06,33,98.75,43.55,555502.5,54.55,32.55,50,429.45883231345334,1301.4745699196515
G06,33,-157.85,37.75,99382.094,40.85,35.15,75,295.8511467270127,337.20022947918255
G06,33,43.95,41.85,27429.982,43.95,40.35,100,129.4282111399206,212.968565986852
G06,33,118.85,24.65,4801626.0,42.45,1.35001,50,1976.5910248619134,2431.3905367705447
G07,1,100.45,31.15,6457053.0,53.35,-2.35,75,1933.2886544120042,3295.0969792965725
G07,1,-63.55,24.25,77094.859,26.65,21.55,100,255.31435634949293,301.70546848137366
G07,1,-44.75,28.75,2370660.8,50.05,7.15,50,954.9263590628497,2537.8754113433206
G07,1,-103.55,-53.25,283235.28,-49.15,-57.15,75,597.5633776254425,473.2634799707823
G07,1,61.95,-48.05,52076.52,-45.05,-50.35,75,165.0343704055491,313.5370554806438
G07,2,94.85,19.95,3121343.0,37.25,-0.749992,50,1399.8180037992797,2248.0010565977364
G07,2,116.05,46.75,1056367.5,57.95,36.15,75,828.7019364386447,1289.6429829203828
G07,2,-34.05,27.05,1709495.8,45.65,5.15,50,718.3200561581364,2395.8963673520857
G07,3,85.85,17.25,1902022.5,36.25,-2.14999,50,852.2411167774577,2271.664112280406
G07,3,174.15,39.85,141754.17,43.95,34.65,75,255.9003785909973,550.1687954660346
G07,3,81.05,53.15,103316.23,59.35,48.25,75,160.01636954790976,656.6530784594604
G07,3,-40.85,30.55,1489301.2,46.85,13.05,50,751.1320528379024,1999.5382028765555
G07,3,-148.35,-59.15,10126.851,-58.15,-59.95,100,94.8288019878609,106.48428299342619
G07,4,-151.55,36.95,305048.28,42.05,31.95,100,511.54280754271065,597.4951434631129
G07,4,121.25,50.65,546060.69,56.05,44.65,50,805.8999200147985,674.4004589583648
G07,4,169.85,37.95,349045.47,48.15,30.55,50,343.2039784801959,1041.1796559357213
G07,4,-167.35,46.05,705846.5,53.75,37.85,75,749.4409340146252,940.6111664419302
G07,4,121.75,24.25,803803.31,36.05,14.85,50,650.8694207548815,1254.1482219225732
G07,4,-48.45,27.05,104824.73,32.75,20.55,75,145.0029341089323,721.7268069554431
G07,4,47.65,-58.75,21828.287,-57.45,-59.85,75,153.31353171832353,141.97904399123493
G07,4,-77.85,-52.95,243422.47,-48.95,-58.25,75,449.72363677803816,550.1687954660346
G07,4,131.05,-54.55,293514.56,-50.25,-58.45,75,602.6318659989756,485.0950669700519
G07,6,122.75,36.45,4375456.0,58.75,2.85001,50,1289.579270471622,3306.9279747164915
G07,7,113.95,43.15,3697251.5,58.95,21.75,50,1636.9238825632503,2200.675181864139
G07,7,41.55,45.35,5797.2241,46.25,44.65,75,61.357810984535014,94.65269599415623
G07,7,-107.75,-56.35,54820.32,-52.95,-58.85,50,155.3057587429815,349.03181647845213
G07,8,-15.75,-54.35,131886.23,-49.35,-58.65,50,237.96073064922393,550.1687954660346
G07,9,-81.85,-53.45,290801.12,-49.95,-58.05,50,615.375771742483,479.1792734704171
G07,10,174.75,40.15,49357.938,43.15,37.35,75,144.12589095203745,343.11602297881694
G07,10,151.45,29.25,98790.586,32.05,26.35,50,292.95086049496837,337.20022947918216
G07,11,-158.25,36.75,109861.61,39.95,32.85,75,260.5457782539187,420.02133847406924
G07,11,107.45,45.45,2196916.0,59.95,33.45,50,1446.3403135827275,1567.6852774032163
G07,12,107.25,44.15,2330509.0,57.55,28.85,50,1365.3065977369906,1697.8327343951817
G07,12,86.95,-34.85,23431.68,-31.75,-36.55,75,81.85203427873277,283.95808798246907
G07,13,119.35,44.75,1922247.9,57.45,34.05,50,1423.1468494972523,1384.2956789145385
G07,13,135.55,23.95,85627.781,26.45,21.35,100,283.796310940731,301.70546848137366
G07,13,-153.65,38.05,108404.61,41.65,34.65,100,262.3017430188901,414.10554497443445
G07,13,175.55,32.95,127737.12,36.05,30.05,75,360.44878439437366,354.9476099780865
G07,13,170.25,35.55,5069.3931,36.45,34.65,75,47.608918742960675,106.48428299342619
G07,13,75.55,40.65,647180.06,52.05,28.85,75,473.3670796515864,1372.464091915269
G07,13,66.55,-48.75,53816.574,-46.25,-51.35,75,178.6112407747707,301.7054684813738
G07,13,84.85,-33.85,19368.324,-32.55,-35.15,75,125.93398641159126,153.8106309905045
G07,14,129.25,41.05,1265255.0,49.75,34.85,50,1467.7030855910884,881.4532314455823
G07,14,-167.85,35.15,717096.69,45.65,25.15,50,596.3075639073111,1212.7376674251298
G07,15,-162.35,41.75,968735.44,56.25,27.55,50,577.933225177594,1697.8327343951817
G07,15,174.15,35.55,121944.2,39.15,31.55,100,270.75322844198973,449.6003059722432
G07,15,151.35,48.05,1264836.9,58.75,40.55,50,1218.0286606138473,1076.67441693353
G07,15,8.25,47.95,961666.0,58.75,35.55,75,694.8080150567388,1372.464091915269
G07,16,-156.45,30.75,676996.5,39.55,22.65,50,682.1054904077055,999.7691014382775
G07,16,-172.45,48.35,1546142.0,57.95,39.05,75,1393.2438074931301,1118.0849714309738
G07,16,161.15,28.45,599089.62,40.85,16.75,75,424.7329825001828,1425.706233411982
G07,17,-151.85,34.25,175099.62,40.65,30.05,50,283.38776012800037,627.0741109612865
G07,17,-39.75,21.35,440752.47,30.65,14.05,75,453.55835644708196,982.0217209393735
G07,17,-170.95,32.75,1029868.9,48.15,18.45,100,596.4796899952374,1756.9906693915295
G07,17,175.45,40.85,126596.55,44.55,37.65,75,311.5071837548349,408.18975147479966
G07,17,10.95,40.85,8681.582,42.25,39.65,75,56.533564662875264,153.8106309905041
G07,17,-81.55,-52.55,130200.09,-48.75,-56.15,50,296.94814900608947,437.7687189729736
G07,18,-38.45,34.15,617506.62,46.05,24.65,75,497.7972756512715,1265.9798089218427
G07,18,-155.25,32.45,2637158.2,50.65,15.35,75,1290.9757242766736,2088.275105371077
G07,18,-174.45,49.75,750698.06,58.75,40.05,50,676.7456763613901,1106.2533844317038
G07,18,108.65,46.45,1022902.8,57.95,24.85,75,486.55861950848924,1958.1276483791123
G07,18,-9.95,39.05,365985.56,45.65,33.05,75,494.09502295953735,745.3899809539822
G07,18,-30.65,-20.95,365233.78,-13.75,-28.65,75,416.22329624980887,881.4532314455821
G07,19,20.25,42.95,106212.64,46.05,39.85,75,289.7232974378127,366.7791969773561
G07,20,23.75,41.25,227379.27,44.35,37.85,50,590.2866296339411,384.52657747626085
G07,20,-36.45,31.55,1519152.1,49.95,11.55,75,675.6947064012284,2271.6647038597557
G07,20,90.55,39.75,325899.78,42.45,35.75,50,815.066500004292,396.35816447553043
G07,21,-37.25,16.75,1665889.4,28.35,3.45,75,1134.9316998107472,1473.0325814090604
G07,21,122.65,37.15,2179426.0,44.95,28.25,75,2197.9799906019284,987.9375144390083
G07,21,-159.25,36.35,89684.758,38.75,33.85,100,309.2881341017976,289.87388148210425
G07,21,-163.55,-50.65,413035.72,-43.15,-56.35,75,520.2034931932396,780.8847419517909
G07,22,111.55,31.55,4699971.0,47.55,10.55,50,2129.9894264399704,2188.8435948648685
G07,22,15.15,43.35,156776.67,47.05,39.25,75,338.9090412818323,461.43189297151275
G07,23,-54.55,48.35,786407.81,56.25,39.45,50,786.4269884348341,993.853307938643
G07,23,109.95,37.45,1604047.0,48.15,28.45,50,1399.2344793967106,1165.4113194280517
G07,24,-50.45,32.45,638924.94,42.75,24.65,50,607.766355568966,1070.758623433895
G07,24,-151.35,27.15,635216.5,40.25,13.65,50,406.59337673234694,1573.6010709028517
G07,24,164.35,33.65,378815.56,41.65,25.95,100,409.8582701054643,928.7795794426604
G07,25,-34.15,31.35,2301944.2,47.75,13.05,50,1127.468567422944,2052.7803443732687
G07,25,-169.95,37.25,1034230.7,49.55,23.05,75,657.437088958796,1567.6852774032163
G07,25,81.55,43.95,2368277.0,55.45,30.55,50,1595.201235866431,1473.0325814090604
G07,26,-157.95,28.55,122273.27,32.25,24.45,100,264.69024690447037,461.43189297151275
G07,26,-10.15,35.65,2358630.5,53.55,14.65,75,1025.372235435149,2301.243671357929
G07,26,34.95,-39.85,80015.898,-34.95,-44.25,75,145.07165103099584,550.1687954660346
G07,27,171.45,36.35,93679.055,39.35,31.35,100,195.6209220804247,473.2634799707823
G07,27,140.35,43.05,3410120.5,57.95,18.05,50,1367.2146145299287,2360.4016063542776
G07,27,-49.65,18.85,1049997.8,29.55,7.35001,50,802.6373360007261,1313.305565339571
G07,28,-32.65,25.15,1575208.0,40.05,8.45,75,847.2632039263457,1869.3907458845902
G07,28,-67.75,27.45,56676.742,30.25,24.85,50,177.64518618574266,319.452848980278
G07,28,-88.45,-51.35,249291.34,-46.45,-54.95,50,489.3096305957084,502.84244746895627
G07,29,-154.55,38.35,73507.695,40.85,36.15,100,264.99988250220355,278.0422944828351
G07,29,-39.65,5.35001,1926995.9,23.55,-20.15,50,760.7809973635365,2585.201759340399
G07,30,-32.25,-17.05,665978.12,-3.14999,-29.85,75,424.2438715191251,1579.5174559818363
G07,31,10.95,38.05,449701.56,46.05,31.55,75,531.1447526757762,857.7900574470428
G07,33,135.05,34.55,247262.81,39.95,29.65,75,407.5720916834428,609.3267304623824
G07,33,171.05,35.15,123495.3,39.55,32.15,50,284.76875359152257,437.7687189729736
G07,33,118.35,47.25,146367.34,51.75,44.25,75,334.89713642163133,443.6845124726084
G07,33,-44.55,26.05,1580142.5,45.85,13.25,75,857.6946863277157,1928.5486808809387
G08,1,-19.85,27.55,431579.34,34.35,20.35,50,521.4504601344316,828.211089948869
G08,1,-156.95,30.55,477115.88,37.25,22.55,100,546.5310888766229,869.6216444463125
G08,1,177.85,33.05,63870.809,35.05,31.55,100,309.40529937799323,207.05277248721683
G08,2,-36.95,22.35,2267115.0,47.25,0.350006,50,849.5003640607126,2774.5067963811016
G08,2,171.85,34.95,213487.44,39.55,29.65,75,363.4313392055522,585.663556463843
G08,2,-153.45,27.85,180303.45,30.85,24.85,75,508.2041874493766,354.94760997808675
G08,3,-24.05,29.75,5996057.5,55.25,3.05,50,1998.6633083471334,3088.044206809355
G08,4,-29.35,19.55,8640869.0,49.75,-20.15,75,2168.7388359273887,4135.139656244712
G08,5,-28.45,13.45,10154466.0,49.75,-29.95,50,2307.9184959753734,4714.88741920892
G08,5,103.95,38.95,533781.31,42.95,34.45,50,1058.7777478548917,502.8424474689566
G08,6,124.95,43.05,701658.44,48.95,37.65,50,1055.6412019761578,668.4846654587303
G08,6,-36.05,3.15,8962642.0,47.25,-34.45,75,2030.9407994134,4833.203289201616
G08,6,-49.15,46.05,192443.36,50.65,40.15,75,306.65863826976704,621.158317461652
G08,7,164.45,42.65,1140076.2,50.85,33.65,50,1117.5088420136626,1017.5164819371824
G08,7,-158.85,35.55,84259.367,38.45,33.25,50,275.0330695639447,307.621261981009
G08,7,-35.25,7.25001,10710259.0,51.05,-36.95,75,2273.384466124668,5205.898279678606
G08,8,176.65,40.15,92992.109,45.05,35.95,75,173.82015583730816,538.3372084667647
G08,8,-158.85,26.95,299845.72,31.45,23.25,75,620.8641392964348,485.0950669700521
G08,8,-30.95,-3.05,7155201.5,42.05,-34.95,50,1696.3880139233318,4555.16099471878
G08,8,10.55,41.35,566992.38,49.35,33.45,75,605.1950537047804,940.6111664419299
G08,9,-28.85,-11.35,6247337.0,24.35,-32.35,50,1907.4304092683,3354.2549142929206
G08,9,32.85,44.35,1139048.9,55.05,33.85,75,914.9893310743828,1254.1482219225732
G08,10,71.85,44.85,1192393.2,50.25,38.85,50,1761.8460554057172,674.4004589583651
G08,10,10.95,42.25,1595038.9,53.75,31.35,75,1217.1834145575115,1325.1377439181906
G08,10,-22.25,-13.55,4417780.5,17.25,-34.65,50,1464.6734744121536,3070.296826310451
G08,10,-27.85,13.95,69899.656,16.65,11.55,50,231.90987800034293,301.70546848137366
G08,11,35.05,44.15,2000355.8,56.85,25.95,50,1059.5449447179694,1827.980191387147
G08,11,102.95,27.85,1206798.4,35.65,19.85,50,1294.022832446721,934.6953729422949
G08,11,172.05,38.05,107659.27,40.65,35.95,50,388.6442051593227,278.0422944828343
G08,11,-30.35,-10.15,3202297.2,15.25,-33.25,50,1146.254042156759,2869.1598473228682
G08,12,42.15,46.35,1810468.6,53.75,37.85,75,1911.8194088053074,940.6111664419302
G08,12,167.95,32.05,25412.33,33.75,30.75,75,143.52007461137168,177.47380498904326
G08,12,-158.95,36.35,92234.383,38.95,33.85,75,306.00759849470666,301.7054684813738
G08,12,-44.25,23.75,272591.53,27.95,20.15,75,592.5811716925666,461.4318929715129
G08,13,38.65,48.75,1320418.2,57.45,35.55,50,982.2055441350166,1295.558776420017
G08,14,60.05,44.75,1273641.4,52.25,35.05,50,1233.187137472094,1017.5164819371824
G08,15,26.35,48.45,1459762.8,57.75,37.35,50,1194.9746820906864,1206.8218739254946
G08,15,-37.35,34.05,1689848.9,51.25,16.75,75,840.1189378316958,2040.948757373999
G08,16,20.15,41.15,1337055.2,49.75,31.15,50,1207.680465873145,1100.3375909320696
G08,16,-41.25,14.35,2312392.2,26.85,0.950005,75,1519.1282387381973,1532.1902206157333
G08,16,-160.05,32.15,779341.25,41.85,23.85,75,740.6446393215011,1064.8428299342606
G08,16,176.35,39.45,85883.438,43.15,36.35,50,214.54757472499682,402.2739579751648
G08,17,37.55,46.55,1109303.2,55.65,36.95,50,1002.6128896084684,1106.2533844317036
G08,17,-37.15,15.55,3088307.5,35.45,-8.24999,50,1213.2792221780308,2585.201167761049
G08,17,-159.15,31.55,903961.12,41.25,20.15,75,721.8062549260404,1248.2324284229385
G08,18,-39.95,4.95,353208.59,12.05,-0.749992,75,467.95519817154553,757.2210946897719
G08,18,-155.45,28.45,620578.25,36.45,19.25,75,608.7704576611707,1017.5164819371822
G08,19,-14.05,-11.95,1559601.8,5.45,-26.35,75,835.4313332028069,1881.22233288386
G08,20,-30.65,32.35,2134086.0,48.55,9.65,75,914.0626448306357,2301.243671357929
G08,20,-159.35,27.45,517704.81,35.05,20.05,75,585.6167371259667,887.3690249452168
G08,20,102.55,41.35,222677.98,44.15,38.45,75,660.1388188649975,337.20022947918216
G08,21,136.45,33.45,171554.64,36.65,29.85,75,425.7334371736245,402.2739579751648
G08,22,173.05,39.85,525496.62,48.75,31.15,75,507.4425068265178,1041.1796559357217
G08,24,-39.15,42.25,977405.75,50.65,32.85,50,924.6497866298162,1053.0112429349904
G08,25,-26.85,22.85,2107641.0,49.55,1.35001,50,777.0651993631467,2851.411875244614
G08,25,-153.85,38.45,280825.06,44.75,32.15,75,377.5094129385572,745.3899809539826
G08,26,-38.05,-13.65,924383.31,5.25001,-31.15,50,435.3229037096996,2153.3494254464094
G08,27,-43.25,-22.55,3982156.5,-2.05,-40.15,75,1781.5983689850634,2253.917323360851
G08,28,-48.15,-30.25,4039250.5,-11.25,-45.95,75,1965.8976188017084,2052.7803443732687
G08,28,-1.95,36.45,244839.2,40.25,32.65,75,544.9702404581126,449.6003059722435
G08,28,-34.85,12.15,440430.97,16.05,8.25001,50,955.2261909325471,461.4313013921629
G08,29,-33.05,-19.15,4590408.5,3.75001,-49.85,50,1541.838546643917,3170.865907383592
G08,29,-96.85,-40.65,212169.34,-36.65,-44.85,75,438.4079743474146,485.09506697005224
G09,5,148.85,-34.75,232619.47,-30.55,-37.95,75,528.5650635967429,437.76871897297394
G09,6,-45.05,20.15,77714.961,23.45,17.25,50,212.26144771334913,366.7791969773565
G09,8,-6.75,37.05,250018.81,42.95,31.75,75,379.4542021911671,662.5688719590955
G09,9,23.65,45.45,240418.59,50.95,39.55,50,355.8214975967849,674.4004589583654
G09,9,3.05,31.65,140264.61,35.15,28.75,50,371.8697511219338,378.61078397662607
G09,10,28.15,41.75,317264.59,45.95,37.05,50,600.8573638933693,526.5056214674958
G09,10,-101.65,-8.95,8819.1543,-8.05,-9.85,100,82.82458909141097,106.484282993426
G09,11,-103.95,-9.05,11926.909,-8.14999,-9.95,75,112.01026790056791,106.48487457277595
G09,14,178.25,33.65,191681.48,42.15,26.25,50,205.7635969785368,940.6111664419299
G09,14,-176.35,20.65,181412.69,24.65,17.25,75,415.5168389767891,437.7687189729738
G09,19,-48.35,42.65,533468.12,51.95,32.55,50,464.0843049893605,1147.663938929148
G09,21,-39.05,39.95,937204.44,50.95,27.75,50,681.6088197063663,1372.4640919152691
G09,31,130.25,18.25,194499.5,22.65,13.55,75,361.36607999836457,538.3372084667649
G09,33,134.25,4.15,333343.56,10.15,-1.95,75,466.5236952131976,715.8110134558084
G09,34,135.75,8.25001,235372.08,16.45,1.25001,50,262.9400135269021,899.2000203651367
G10,1,-158.85,28.95,57692.891,30.95,27.05,50,250.2294359365467,230.71594648575655
G10,2,-52.55,46.65,246049.14,52.65,39.75,50,320.4437487814114,763.1373614528866
G10,3,-36.45,17.35,311605.34,22.45,11.05,75,461.3269723236872,674.4004589583649
G10,6,131.05,19.75,188162.75,26.65,14.05,75,253.91326932239832,745.3899809539822
G10,7,136.35,8.95,353973.34,19.45,-1.45,50,287.9264709928513,1236.400841423669
G10,7,-158.15,28.35,178009.33,32.65,24.25,75,358.88005999584175,496.9266539693215
G10,7,-104.95,42.45,187020.03,46.15,37.25,75,351.39007453434414,526.5056214674954
G10,11,-60.75,21.85,15594.693,22.95,20.75,75,119.83062444737257,130.14745699196516
G10,12,-49.75,49.05,399582.31,53.95,44.05,50,682.4362297948979,585.6635564638436
G10,19,-28.65,17.15,84593.734,19.95,14.55,75,265.04939335220473,319.452848980278
G10,24,-107.05,44.95,415136.09,51.65,39.05,50,561.9922213347323,745.3899809539822
G10,24,-160.75,29.95,24767.074,31.95,28.55,50,123.52779097058121,201.13697898758224
G10,24,-56.15,48.85,228862.64,53.45,44.55,50,436.42849468839665,526.5056214674958
G11,1,-36.35,40.55,1693480.1,51.45,31.55,50,1466.7784154474743,1177.2429064273213
G11,2,-41.85,25.95,1661944.4,44.45,8.05,50,786.9448927780435,2153.34883386706
G11,4,123.05,20.45,628583.31,31.65,13.05,75,581.2864067877908,1100.3375909320687
G11,4,135.15,29.65,55104.758,32.45,26.55,75,157.71417943895895,349.03181647845213
G11,4,-1.04999,39.35,416366.44,44.65,34.05,75,664.930688995264,627.0741109612868
G11,5,43.05,48.65,289686.34,54.45,44.55,50,503.79266714685275,585.6635564638436
G11,8,-61.65,46.35,440586.34,51.65,37.55,50,513.3418436527406,834.126883448504
G11,8,-160.65,28.45,94224.531,31.45,25.75,50,279.94531458040456,337.20022947918255
G11,9,-86.05,46.55,29100.586,48.15,45.25,50,170.11416015016476,171.55801148940847
G11,10,143.85,-34.35,147533.8,-29.55,-37.95,75,295.06304463699394,496.9266539693218
G11,11,-158.45,33.35,26771.854,35.45,31.55,50,116.26127793856327,230.71594648575638
G11,12,-155.75,30.05,258060.42,33.65,26.75,100,633.5509119274424,408.18975147479983
G11,12,-100.45,44.75,74108.0,46.15,43.25,75,431.6433706661948,171.55801148940847
G11,13,-174.25,15.35,539024.06,23.15,7.25001,75,574.489686673408,940.6105748625798
G11,13,-31.95,21.55,78435.883,24.65,19.05,50,237.3512678360641,331.2844359795476
G11,14,-170.75,4.35001,499504.47,11.15,-2.95,50,600.1553843630924,834.126883448504
G11,15,-81.05,45.45,333371.09,52.45,37.05,75,362.55815963855423,911.0321989437563
G11,15,-106.45,44.45,359069.66,50.65,38.05,75,481.86830244010594,745.3899809539822
G11,15,-60.95,49.15,438514.81,53.95,44.05,50,747.4205642464924,585.6635564638436
G11,16,-54.95,45.25,1035561.4,56.65,33.05,50,741.802041008549,1396.127265913808
G11,17,5.15001,37.35,83756.039,40.15,34.25,50,239.59494275752365,349.03181647845173
